season,player,team,position,games_played,minutes_played,fga,fgm,fg_pct,three_att,three_made,three_pct,two_att,two_made,two_pct,points,ppg,ts_pct,efg_pct,usg_pct,per,paint_attempts,paint_makes,paint_pct,mid_attempts,mid_makes,mid_pct,three_attempts,three_makes,three_pct_detail,overall_rating
2024,Chris Curry,DAL,PG,29,695,729,196,0.269,241,48,0.199,488,148,0.303,440,15.2,0.263,0.302,0.35,12.7,215,85,0.395,273,63,0.231,241,48,0.199,74.0
2024,Nikola Haliburton,DAL,C,29,743,627,175,0.279,229,41,0.179,398,134,0.337,391,13.5,0.269,0.312,0.35,11.4,190,88,0.463,208,46,0.221,229,41,0.179,64.6
2024,Jaren Gobert,DEN,SG,29,633,632,183,0.29,229,51,0.223,403,132,0.328,417,14.4,0.285,0.33,0.35,14.1,197,67,0.34,206,65,0.316,229,51,0.223,80.6
2024,Joel Wiggins,DEN,SG,29,813,658,165,0.251,234,60,0.256,424,105,0.248,390,13.4,0.256,0.296,0.35,12.9,196,63,0.321,228,42,0.184,234,60,0.256,76.3
2024,Kyrie Wembanyama,DEN,SF,29,771,715,200,0.28,247,46,0.186,468,154,0.329,446,15.4,0.271,0.312,0.35,14.0,205,91,0.444,263,63,0.24,247,46,0.186,81.9
2024,Kevin Mitchell,DEN,SF,29,724,709,171,0.241,258,61,0.236,451,110,0.244,403,13.9,0.245,0.284,0.35,13.2,211,63,0.299,240,47,0.196,258,61,0.236,79.7
2024,Paul Haliburton,DEN,SG,29,802,651,163,0.25,247,60,0.243,404,103,0.255,386,13.3,0.254,0.296,0.35,12.9,179,61,0.341,225,42,0.187,247,60,0.243,77.0
2024,Victor Paul,DEN,C,57,1444,1344,345,0.257,495,93,0.188,849,252,0.297,783,13.7,0.251,0.291,0.35,12.8,394,144,0.365,455,108,0.237,495,93,0.188,76.3
2024,Scottie Bane,DEN,PF,29,683,673,180,0.267,228,38,0.167,445,142,0.319,398,13.7,0.257,0.296,0.35,13.3,209,86,0.411,236,56,0.237,228,38,0.167,79.2
2024,Damian Brown,DEN,SG,57,1352,1379,350,0.254,482,91,0.189,897,259,0.289,791,13.9,0.249,0.287,0.35,12.8,414,158,0.382,483,101,0.209,482,91,0.189,76.8
2024,Victor Cunningham,DEN,SF,29,655,655,146,0.223,234,40,0.171,421,106,0.252,332,11.4,0.219,0.253,0.35,11.4,195,67,0.344,226,39,0.173,234,40,0.171,71.7
2024,Rudy Tatum,DET,PF,29,660,664,149,0.224,216,30,0.139,448,119,0.266,328,11.3,0.216,0.247,0.35,8.6,221,76,0.344,227,43,0.189,216,30,0.139,52.9
2024,Tyrese Paul,DET,SG,29,805,689,150,0.218,240,38,0.158,449,112,0.249,338,11.7,0.213,0.245,0.35,9.1,200,69,0.345,249,43,0.173,240,38,0.158,56.7
2024,Giannis Lillard,DET,C,29,675,634,114,0.18,209,26,0.124,425,88,0.207,254,8.8,0.175,0.2,0.35,7.4,203,57,0.281,222,31,0.14,209,26,0.124,50.4
2024,Evan Irving,DET,SF,29,713,572,112,0.196,207,34,0.164,365,78,0.214,258,8.9,0.195,0.226,0.35,7.3,176,44,0.25,189,34,0.18,207,34,0.164,47.1
2024,Klay Towns,DET,PF,29,723,738,162,0.22,269,48,0.178,469,114,0.243,372,12.8,0.217,0.252,0.35,8.8,211,69,0.327,258,45,0.174,269,48,0.178,54.6
2024,Trae Embiid,DET,C,29,693,658,133,0.202,236,38,0.161,422,95,0.225,304,10.5,0.2,0.231,0.35,8.1,196,56,0.286,226,39,0.173,236,38,0.161,52.4
2024,Donovan Embiid,DET,SF,29,665,627,97,0.155,215,29,0.135,412,68,0.165,223,7.7,0.155,0.178,0.35,6.6,182,43,0.236,230,25,0.109,215,29,0.135,48.2
2024,Desmond George,DET,SG,29,667,691,110,0.159,248,40,0.161,443,70,0.158,260,9.0,0.162,0.188,0.35,7.9,202,35,0.173,241,35,0.145,248,40,0.161,55.8
2024,Tyrese Jackson Jr.,GSW,PF,29,713,624,169,0.271,224,43,0.192,400,126,0.315,381,13.1,0.264,0.305,0.35,12.0,188,62,0.33,212,64,0.302,224,43,0.192,69.8
2024,LeBron Davis,GSW,C,57,1396,1306,273,0.209,461,87,0.189,845,186,0.22,633,11.1,0.21,0.242,0.35,11.2,391,99,0.253,454,87,0.192,461,87,0.189,71.4
2024,Joel Bane,GSW,SF,29,663,628,166,0.264,227,54,0.238,401,112,0.279,386,13.3,0.265,0.307,0.35,12.5,200,58,0.29,201,54,0.269,227,54,0.238,72.8
2024,Bam James,GSW,SG,57,1448,1319,273,0.207,454,75,0.165,865,198,0.229,621,10.9,0.204,0.235,0.35,10.9,395,99,0.251,470,99,0.211,454,75,0.165,70.1
2024,Anthony Young,GSW,SG,29,717,710,190,0.268,243,51,0.21,467,139,0.298,431,14.9,0.264,0.304,0.35,13.5,228,77,0.338,239,62,0.259,243,51,0.21,79.3
2024,Draymond Davis,GSW,SG,29,746,693,181,0.261,240,52,0.217,453,129,0.285,414,14.3,0.259,0.299,0.35,13.3,205,75,0.366,248,54,0.218,240,52,0.217,78.5
2024,Jayson Haliburton,GSW,C,57,1506,1360,305,0.224,469,97,0.207,891,208,0.233,707,12.4,0.226,0.26,0.35,10.8,404,94,0.233,487,114,0.234,469,97,0.207,66.8
2024,Devin Gobert,GSW,SF,57,1377,1274,241,0.189,443,77,0.174,831,164,0.197,559,9.8,0.19,0.219,0.35,10.1,383,97,0.253,448,67,0.15,443,77,0.174,66.5
2024,Luka Mobley,HOU,SG,29,678,695,149,0.214,238,35,0.147,457,114,0.249,333,11.5,0.208,0.24,0.35,9.2,218,73,0.335,239,41,0.172,238,35,0.147,58.5
2024,Kyrie Adebayo,HOU,PF,29,824,680,162,0.238,217,28,0.129,463,134,0.289,352,12.1,0.227,0.259,0.35,8.3,208,87,0.418,255,47,0.184,217,28,0.129,49.7
2024,Kevin Towns,HOU,PG,57,1383,1266,291,0.23,440,71,0.161,826,220,0.266,653,11.5,0.224,0.258,0.35,9.1,354,93,0.263,472,127,0.269,440,71,0.161,55.3
2024,Donovan Irving,HOU,SG,57,1468,1384,279,0.202,491,95,0.193,893,184,0.206,653,11.5,0.204,0.236,0.35,8.2,429,102,0.238,464,82,0.177,491,95,0.193,52.4
2024,Draymond Paul,HOU,PG,29,748,691,135,0.195,241,46,0.191,450,89,0.198,316,10.9,0.198,0.229,0.35,8.9,208,48,0.231,242,41,0.169,241,46,0.191,57.5
2024,Paul Butler,HOU,C,29,637,632,129,0.204,230,39,0.17,402,90,0.224,297,10.2,0.203,0.235,0.35,8.2,186,59,0.317,216,31,0.144,230,39,0.17,52.2
2024,Karl-Anthony Tatum,HOU,SG,29,634,674,127,0.188,223,44,0.197,451,83,0.184,298,10.3,0.193,0.221,0.35,8.6,216,45,0.208,235,38,0.162,223,44,0.197,56.3
2024,Draymond Curry,HOU,PF,29,639,592,113,0.191,206,24,0.117,386,89,0.231,250,8.6,0.183,0.211,0.35,7.9,163,56,0.344,223,33,0.148,206,24,0.117,53.1
2024,Chris Durant,HOU,SF,29,751,680,129,0.19,223,36,0.161,457,93,0.204,294,10.1,0.189,0.216,0.35,9.1,198,49,0.247,259,44,0.17,223,36,0.161,60.3
2024,Jaylen Ball,IND,PG,29,695,736,159,0.216,252,32,0.127,484,127,0.262,350,12.1,0.207,0.238,0.35,10.6,233,81,0.348,251,46,0.183,252,32,0.127,67.7
2024,Andrew Gobert,IND,SG,29,708,592,104,0.176,186,27,0.145,406,77,0.19,235,8.1,0.174,0.198,0.35,9.3,179,42,0.235,227,35,0.154,186,27,0.145,63.6
2024,Stephen Lillard,IND,PG,29,686,669,113,0.169,255,37,0.145,414,76,0.184,263,9.1,0.168,0.197,0.35,8.9,208,43,0.207,206,33,0.16,255,37,0.145,61.8
2024,James Tatum,IND,SF,29,695,653,133,0.204,228,28,0.123,425,105,0.247,294,10.1,0.195,0.225,0.35,8.6,186,60,0.323,239,45,0.188,228,28,0.123,55.8
2024,Cade Bane,IND,PF,29,682,630,146,0.232,214,33,0.154,416,113,0.272,325,11.2,0.224,0.258,0.35,9.9,195,64,0.328,221,49,0.222,214,33,0.154,61.0
2024,Jaylen Young,IND,SF,29,792,658,118,0.179,235,31,0.132,423,87,0.206,267,9.2,0.175,0.203,0.35,9.0,191,44,0.23,232,43,0.185,235,31,0.132,61.2
2024,Bam Curry,IND,C,57,1437,1348,293,0.217,486,70,0.144,862,223,0.259,656,11.5,0.21,0.243,0.35,9.5,428,122,0.285,434,101,0.233,486,70,0.144,59.9
2024,Giannis Bane,IND,PG,29,713,684,135,0.197,232,40,0.172,452,95,0.21,310,10.7,0.197,0.227,0.35,10.1,209,50,0.239,243,45,0.185,232,40,0.172,65.7
2024,Jaren Irving,IND,C,29,628,707,138,0.195,246,39,0.159,461,99,0.215,315,10.9,0.193,0.223,0.35,10.1,209,55,0.263,252,44,0.175,246,39,0.159,65.9
2024,Cade Brown,LAC,PF,29,814,674,144,0.214,223,43,0.193,451,101,0.224,331,11.4,0.214,0.246,0.35,10.7,199,50,0.251,252,51,0.202,223,43,0.193,67.3
2024,Jayson Brown,LAC,SF,29,807,648,173,0.267,230,48,0.209,418,125,0.299,394,13.6,0.263,0.304,0.35,11.7,207,70,0.338,211,55,0.261,230,48,0.209,67.5
2024,Jaylen Harden,LAC,SF,29,751,639,133,0.208,213,31,0.146,426,102,0.239,297,10.2,0.203,0.232,0.35,10.0,196,52,0.265,230,50,0.217,213,31,0.146,64.5
2024,Cade Mobley,LAC,SG,29,650,645,142,0.22,218,28,0.128,427,114,0.267,312,10.8,0.211,0.242,0.35,10.5,201,78,0.388,226,36,0.159,218,28,0.128,66.3
2024,Cade Gobert,LAC,C,29,810,640,137,0.214,214,28,0.131,426,109,0.256,302,10.4,0.206,0.236,0.35,10.2,193,77,0.399,233,32,0.137,214,28,0.131,65.6
2024,James Ball,LAC,PG,84,2030,1995,448,0.225,659,120,0.182,1336,328,0.246,1016,12.1,0.222,0.255,0.35,10.2,621,198,0.319,715,130,0.182,659,120,0.182,63.0
2024,Jimmy Paul,LAC,C,29,727,632,131,0.207,232,30,0.129,400,101,0.252,292,10.1,0.199,0.231,0.35,9.7,181,45,0.249,219,56,0.256,232,30,0.129,62.6
2024,Bam Tatum,LAC,PG,84,2018,2068,453,0.219,711,113,0.159,1357,340,0.251,1019,12.1,0.214,0.246,0.35,10.2,641,189,0.295,716,151,0.211,711,113,0.159,64.2
2024,Evan Davis,LAL,SG,29,799,620,144,0.232,237,31,0.131,383,113,0.295,319,11.0,0.22,0.257,0.35,10.1,191,73,0.382,192,40,0.208,237,31,0.131,62.8
2024,Joel Jackson Jr.,LAL,SF,29,721,642,127,0.198,231,30,0.13,411,97,0.236,284,9.8,0.191,0.221,0.35,9.4,175,30,0.171,236,67,0.284,231,30,0.13,61.6
2024,Paul Towns,LAL,SF,29,642,672,146,0.217,219,28,0.128,453,118,0.26,320,11.0,0.208,0.238,0.35,10.0,226,65,0.288,227,53,0.233,219,28,0.128,63.9
2024,Jaren Durant,LAL,PG,29,721,662,144,0.218,235,40,0.17,427,104,0.244,328,11.3,0.214,0.248,0.35,9.8,196,71,0.362,231,33,0.143,235,40,0.17,61.4
2024,Jaylen Mobley,LAL,SF,29,667,628,135,0.215,208,27,0.13,420,108,0.257,297,10.2,0.206,0.236,0.35,9.5,195,57,0.292,225,51,0.227,208,27,0.13,60.5
2024,Darius Cunningham,LAL,PG,29,801,724,171,0.236,257,53,0.206,467,118,0.253,395,13.6,0.236,0.273,0.35,11.3,207,66,0.319,260,52,0.2,257,53,0.206,68.6
2024,Draymond George,LAL,SG,29,784,625,129,0.206,221,32,0.145,404,97,0.24,290,10.0,0.201,0.232,0.35,9.3,188,56,0.298,216,41,0.19,221,32,0.145,59.9
2024,Giannis Mitchell,LAL,C,29,746,644,129,0.2,216,35,0.162,428,94,0.22,293,10.1,0.198,0.227,0.35,9.2,186,45,0.242,242,49,0.202,216,35,0.162,59.7
2024,Jaylen Doncic,LAL,PF,29,719,642,120,0.187,230,34,0.148,412,86,0.209,274,9.4,0.184,0.213,0.35,9.1,190,56,0.295,222,30,0.135,230,34,0.148,60.4
2024,Joel Curry,MEM,PF,29,762,520,95,0.183,171,20,0.117,349,75,0.215,210,7.2,0.176,0.202,0.35,8.2,153,49,0.32,196,26,0.133,171,20,0.117,55.6
2024,Damian Barnes,MEM,PF,29,696,720,136,0.189,261,32,0.123,459,104,0.227,304,10.5,0.182,0.211,0.35,9.5,203,57,0.281,256,47,0.184,261,32,0.123,63.9
2024,Scottie Thompson,MEM,C,29,721,600,128,0.213,197,33,0.168,403,95,0.236,289,10.0,0.21,0.241,0.35,9.2,198,51,0.258,205,44,0.215,197,33,0.168,57.9
2024,Paul Wembanyama,MEM,SG,29,729,662,132,0.199,226,41,0.181,436,91,0.209,305,10.5,0.2,0.23,0.35,10.4,208,44,0.212,228,47,0.206,226,41,0.181,67.5
2024,LeBron Jokic,MEM,PF,29,759,602,122,0.203,204,32,0.157,398,90,0.226,276,9.5,0.199,0.229,0.35,9.0,172,54,0.314,226,36,0.159,204,32,0.157,58.2
2024,Paul Embiid,MEM,SG,29,638,753,194,0.258,269,53,0.197,484,141,0.291,441,15.2,0.253,0.293,0.35,11.7,248,82,0.331,236,59,0.25,269,53,0.197,69.1
2024,Tyrese Davis,MEM,PG,29,667,659,141,0.214,223,43,0.193,436,98,0.225,325,11.2,0.215,0.247,0.35,10.4,191,48,0.251,245,50,0.204,223,43,0.193,65.2
2024,Giannis Mitchell,MEM,PG,29,634,644,129,0.2,216,35,0.162,428,94,0.22,293,10.1,0.198,0.227,0.35,9.0,186,45,0.242,242,49,0.202,216,35,0.162,58.0
2024,Anthony George,MIA,PG,29,724,611,151,0.247,213,46,0.216,398,105,0.264,348,12.0,0.247,0.285,0.35,11.1,187,69,0.369,211,36,0.171,213,46,0.216,65.7
2024,Donovan Butler,MIA,SG,29,701,710,138,0.194,268,40,0.149,442,98,0.222,316,10.9,0.191,0.223,0.35,9.0,218,55,0.252,224,43,0.192,268,40,0.149,59.0
2024,LeBron Garland,MIA,PG,29,710,667,138,0.207,235,57,0.243,432,81,0.188,333,11.5,0.216,0.25,0.35,11.6,212,36,0.17,220,45,0.205,235,57,0.243,73.3
2024,Paolo Banchero,MIA,SF,29,771,582,128,0.22,188,38,0.202,394,90,0.228,294,10.1,0.221,0.253,0.35,10.5,178,54,0.303,216,36,0.167,188,38,0.202,65.3
2024,Damian Brown,MIA,C,57,1519,1379,350,0.254,482,91,0.189,897,259,0.289,791,13.9,0.249,0.287,0.35,12.8,414,158,0.382,483,101,0.209,482,91,0.189,76.8
2024,Andrew Doncic,MIA,PG,29,626,670,164,0.245,233,48,0.206,437,116,0.265,376,13.0,0.243,0.281,0.35,12.0,217,72,0.332,220,44,0.2,233,48,0.206,72.0
2024,Kyrie Banchero,MIA,PF,29,675,617,155,0.251,211,36,0.171,406,119,0.293,346,11.9,0.244,0.28,0.35,12.1,182,71,0.39,224,48,0.214,211,36,0.171,72.8
2024,James George,MIA,SF,29,640,568,142,0.25,210,43,0.205,358,99,0.277,327,11.3,0.248,0.288,0.35,11.3,176,69,0.392,182,30,0.165,210,43,0.205,66.8
2024,Klay Paul,MIA,SG,29,693,613,147,0.24,212,26,0.123,401,121,0.302,320,11.0,0.227,0.261,0.35,11.6,195,82,0.421,206,39,0.189,212,26,0.123,71.5
2024,Desmond Curry,MIL,SG,29,816,662,164,0.248,239,31,0.13,423,133,0.314,359,12.4,0.234,0.271,0.35,12.4,201,62,0.308,222,71,0.32,239,31,0.13,76.2
2024,Damian Davis,MIL,C,29,762,734,159,0.217,259,40,0.154,475,119,0.251,358,12.3,0.211,0.244,0.35,12.2,225,70,0.311,250,49,0.196,259,40,0.154,77.9
2024,Kyrie Harden,MIL,PF,29,789,724,183,0.253,256,40,0.156,468,143,0.306,406,14.0,0.243,0.28,0.35,11.3,216,82,0.38,252,61,0.242,256,40,0.156,67.5
