season,player,team,position,games_played,minutes_played,fga,fgm,fg_pct,three_att,three_made,three_pct,two_att,two_made,two_pct,points,ppg,ts_pct,efg_pct,usg_pct,per,paint_attempts,paint_makes,paint_pct,mid_attempts,mid_makes,mid_pct,three_attempts,three_makes,three_pct_detail,overall_rating
2023,Trae Gobert,CHA,SF,29,712,797,163,0.205,273,44,0.161,524,119,0.227,370,12.8,0.202,0.232,0.35,9.7,248,67,0.27,276,52,0.188,273,44,0.161,62.4
2023,Kevin Adebayo,CHA,PF,29,729,677,131,0.194,243,24,0.099,434,107,0.247,286,9.9,0.182,0.211,0.35,8.8,204,58,0.284,230,49,0.213,243,24,0.099,59.2
2023,Evan Bane,CHA,C,29,803,661,146,0.221,204,24,0.118,457,122,0.267,316,10.9,0.21,0.239,0.35,8.9,209,85,0.407,248,37,0.149,204,24,0.118,55.7
2023,Evan Haliburton,CHA,PF,29,678,669,126,0.188,237,35,0.148,432,91,0.211,287,9.9,0.186,0.214,0.35,7.9,198,51,0.258,234,40,0.171,237,35,0.148,52.3
2023,Stephen Irving,CHA,SF,29,812,664,140,0.211,233,42,0.18,431,98,0.227,322,11.1,0.21,0.242,0.35,9.1,197,66,0.335,234,32,0.137,233,42,0.18,57.5
2023,Rudy Butler,CHA,SF,29,796,694,157,0.226,237,46,0.194,457,111,0.243,360,12.4,0.225,0.259,0.35,9.5,204,53,0.26,253,58,0.229,237,46,0.194,58.2
2023,Jaren Mobley,CHI,PF,29,725,594,121,0.204,232,48,0.207,362,73,0.202,290,10.0,0.208,0.244,0.35,9.3,176,50,0.284,186,23,0.124,232,48,0.207,58.7
2023,Tyrese Lillard,CHI,PG,29,766,650,152,0.234,223,40,0.179,427,112,0.262,344,11.9,0.23,0.265,0.35,10.4,205,66,0.322,222,46,0.207,223,40,0.179,63.5
2023,Klay Bane,CHI,C,29,711,799,200,0.25,284,52,0.183,515,148,0.287,452,15.6,0.245,0.283,0.35,12.2,241,88,0.365,274,60,0.219,284,52,0.183,73.5
2023,Jimmy Cunningham,CHI,SG,29,765,643,119,0.185,232,25,0.108,411,94,0.229,263,9.1,0.176,0.205,0.35,8.7,204,56,0.275,207,38,0.184,232,25,0.108,59.3
2023,Rudy Paul,CHI,SG,29,721,623,112,0.18,245,44,0.18,378,68,0.18,268,9.2,0.183,0.215,0.35,9.2,184,33,0.179,194,35,0.18,245,44,0.18,61.2
2023,Victor George,CHI,C,29,695,713,158,0.222,244,43,0.176,469,115,0.245,359,12.4,0.219,0.252,0.35,10.0,214,66,0.308,255,49,0.192,244,43,0.176,62.4
2023,Kevin Mobley,CHI,SF,57,1348,1404,276,0.197,514,86,0.167,890,190,0.213,638,11.2,0.196,0.227,0.35,9.1,379,81,0.214,511,109,0.213,514,86,0.167,59.1
2023,Kyrie Mitchell,CHI,C,29,647,675,165,0.244,245,44,0.18,430,121,0.281,374,12.9,0.239,0.277,0.35,10.8,178,69,0.388,252,52,0.206,245,44,0.18,64.7
2023,Draymond Jokic,CLE,PF,29,801,692,152,0.22,229,43,0.188,463,109,0.235,347,12.0,0.219,0.251,0.35,11.1,193,53,0.275,270,56,0.207,229,43,0.188,69.7
2023,Paul Gobert,CLE,SF,29,662,689,169,0.245,218,31,0.142,471,138,0.293,369,12.7,0.235,0.268,0.35,11.8,238,66,0.277,233,72,0.309,218,31,0.142,71.8
2023,Kevin Haliburton,CLE,SG,29,762,648,142,0.219,201,48,0.239,447,94,0.21,332,11.4,0.225,0.256,0.35,11.0,198,41,0.207,249,53,0.213,201,48,0.239,68.2
2023,Darius Gobert,CLE,SG,29,805,645,146,0.226,205,31,0.151,440,115,0.261,323,11.1,0.22,0.25,0.35,10.8,218,64,0.294,222,51,0.23,205,31,0.151,67.4
2023,Karl-Anthony Haliburton,CLE,C,29,707,682,160,0.235,242,31,0.128,440,129,0.293,351,12.1,0.223,0.257,0.35,11.0,204,85,0.417,236,44,0.186,242,31,0.128,68.3
2023,Stephen Wiggins,CLE,SG,29,670,692,149,0.215,241,50,0.207,451,99,0.22,348,12.0,0.218,0.251,0.35,11.2,203,44,0.217,248,55,0.222,241,50,0.207,70.5
2023,Bam Mobley,CLE,C,29,726,700,154,0.22,228,45,0.197,472,109,0.231,353,12.2,0.221,0.252,0.35,10.1,209,48,0.23,263,61,0.232,228,45,0.197,62.6
2023,LaMelo Antetokounmpo,CLE,PG,29,724,668,130,0.195,228,22,0.096,440,108,0.245,282,9.7,0.184,0.211,0.35,10.0,198,62,0.313,242,46,0.19,228,22,0.096,67.0
2023,Jaren Adebayo,CLE,C,29,644,662,148,0.224,215,35,0.163,447,113,0.253,331,11.4,0.219,0.25,0.35,10.7,214,77,0.36,233,36,0.155,215,35,0.163,66.7
2023,James Thompson,DAL,PF,29,749,684,178,0.26,237,49,0.207,447,129,0.289,405,14.0,0.257,0.296,0.35,12.1,201,70,0.348,246,59,0.24,237,49,0.207,71.2
2023,Kyrie Thompson,DAL,C,29,737,690,156,0.226,230,45,0.196,460,111,0.241,357,12.3,0.226,0.259,0.35,10.9,189,63,0.333,271,48,0.177,230,45,0.196,67.5
2023,Chris Lillard,DAL,PG,29,645,589,137,0.233,222,42,0.189,367,95,0.259,316,10.9,0.23,0.268,0.35,10.7,171,58,0.339,196,37,0.189,222,42,0.189,65.5
2023,Stephen Tatum,DAL,C,29,648,648,171,0.264,251,42,0.167,397,129,0.325,384,13.2,0.253,0.296,0.35,11.9,199,90,0.452,198,39,0.197,251,42,0.167,70.5
2023,Scottie Brown,DAL,C,29,747,690,168,0.243,260,32,0.123,430,136,0.316,368,12.7,0.229,0.267,0.35,11.4,200,95,0.475,230,41,0.178,260,32,0.123,70.1
2023,Victor Antetokounmpo,DAL,PG,29,783,630,131,0.208,221,41,0.186,409,90,0.22,303,10.4,0.208,0.24,0.35,10.4,185,48,0.259,224,42,0.188,221,41,0.186,66.1
2023,Giannis Ball,DAL,SG,29,697,609,127,0.209,195,43,0.221,414,84,0.203,297,10.2,0.214,0.244,0.35,10.3,202,34,0.168,212,50,0.236,195,43,0.221,65.1
2023,Paul Adebayo,DAL,SG,29,652,756,187,0.247,286,55,0.192,470,132,0.281,429,14.8,0.243,0.284,0.35,12.5,230,80,0.348,240,52,0.217,286,55,0.192,75.6
2023,Andrew Lillard,DEN,PF,29,746,630,166,0.263,220,48,0.218,410,118,0.288,380,13.1,0.261,0.302,0.35,13.3,202,72,0.356,208,46,0.221,220,48,0.218,78.2
2023,Klay Green,DEN,SG,29,716,699,172,0.246,242,48,0.198,457,124,0.271,392,13.5,0.243,0.28,0.35,13.4,205,69,0.337,252,55,0.218,242,48,0.198,81.8
2023,Andrew Harden,DEN,PF,29,814,660,147,0.223,211,32,0.152,449,115,0.256,326,11.2,0.217,0.247,0.35,12.0,216,75,0.347,233,40,0.172,211,32,0.152,75.8
2023,Karl-Anthony Booker,DEN,PF,29,670,625,160,0.256,226,44,0.195,399,116,0.291,364,12.6,0.251,0.291,0.35,12.5,181,52,0.287,218,64,0.294,226,44,0.195,74.3
2023,Klay Jokic,DEN,SG,29,769,668,178,0.266,232,62,0.267,436,116,0.266,418,14.4,0.271,0.313,0.35,13.8,201,61,0.303,235,55,0.234,232,62,0.267,80.2
2023,Jimmy George,DEN,PG,29,640,708,218,0.308,239,68,0.285,469,150,0.32,504,17.4,0.31,0.356,0.35,14.8,229,78,0.341,240,72,0.3,239,68,0.285,82.0
2023,Tyrese Young,DEN,C,29,708,660,168,0.255,218,31,0.142,442,137,0.31,367,12.7,0.243,0.278,0.35,12.0,200,75,0.375,242,62,0.256,218,31,0.142,72.2
2023,Trae Tatum,DEN,C,29,670,669,159,0.238,249,35,0.141,420,124,0.295,353,12.2,0.227,0.264,0.35,12.1,192,63,0.328,228,61,0.268,249,35,0.141,75.0
2023,Chris Barnes,DET,PF,29,783,655,109,0.166,235,25,0.106,420,84,0.2,243,8.4,0.16,0.185,0.35,7.2,194,43,0.222,226,41,0.181,235,25,0.106,51.2
2023,Rudy Tatum,DET,PG,29,690,666,128,0.192,250,31,0.124,416,97,0.233,287,9.9,0.185,0.215,0.35,8.4,181,59,0.326,235,38,0.162,250,31,0.124,55.7
2023,Jaylen Green,DET,C,57,1481,1356,282,0.208,458,79,0.172,898,203,0.226,643,11.3,0.206,0.237,0.35,8.3,448,102,0.228,450,101,0.224,458,79,0.172,52.4
2023,Damian Jackson Jr.,DET,C,57,1331,1211,218,0.18,436,76,0.174,775,142,0.183,512,9.0,0.182,0.211,0.35,7.9,371,82,0.221,404,60,0.149,436,76,0.174,52.9
2023,Klay Lillard,DET,C,57,1495,1194,271,0.227,431,71,0.165,763,200,0.262,613,10.8,0.222,0.257,0.35,8.4,365,105,0.288,398,95,0.239,431,71,0.165,51.3
2023,LaMelo Ball,DET,C,29,627,657,114,0.174,237,33,0.139,420,81,0.193,261,9.0,0.171,0.199,0.35,7.5,184,50,0.272,236,31,0.131,237,33,0.139,52.1
2023,Trae Brown,DET,PG,29,729,690,126,0.183,246,34,0.138,444,92,0.207,286,9.9,0.179,0.207,0.35,8.3,200,52,0.26,244,40,0.164,246,34,0.138,56.2
2023,Paolo Barnes,DET,PF,29,625,675,126,0.187,235,39,0.166,440,87,0.198,291,10.0,0.187,0.216,0.35,8.7,201,39,0.194,239,48,0.201,235,39,0.166,57.7
2023,Joel Jackson Jr.,GSW,SF,29,732,648,139,0.215,209,31,0.148,439,108,0.246,309,10.7,0.209,0.238,0.35,10.6,215,56,0.26,224,52,0.232,209,31,0.148,67.6
2023,Donovan Tatum,GSW,C,29,751,760,180,0.237,273,40,0.147,487,140,0.287,400,13.8,0.227,0.263,0.35,12.6,218,67,0.307,269,73,0.271,273,40,0.147,78.6
2023,Jayson Doncic,GSW,SG,57,1455,1275,262,0.205,434,83,0.191,841,179,0.213,607,10.6,0.207,0.238,0.35,10.6,396,86,0.217,445,93,0.209,434,83,0.191,67.5
2023,Karl-Anthony Brown,GSW,SG,29,705,668,158,0.237,222,40,0.18,446,118,0.265,356,12.3,0.232,0.266,0.35,11.4,215,59,0.274,231,59,0.255,222,40,0.18,70.0
2023,Nikola Doncic,GSW,C,29,708,708,147,0.208,253,48,0.19,455,99,0.218,342,11.8,0.209,0.242,0.35,11.4,187,46,0.246,268,53,0.198,253,48,0.19,73.1
2023,Bam Lillard,GSW,PG,29,733,690,155,0.225,257,36,0.14,433,119,0.275,346,11.9,0.215,0.251,0.35,11.2,212,75,0.354,221,44,0.199,257,36,0.14,70.7
2023,LeBron Bane,GSW,SG,57,1336,1321,302,0.229,468,88,0.188,853,214,0.251,692,12.1,0.227,0.262,0.35,12.1,402,118,0.294,451,96,0.213,468,88,0.188,74.9
2023,Paolo Durant,GSW,PF,29,680,660,149,0.226,221,36,0.163,439,113,0.257,334,11.5,0.221,0.253,0.35,11.0,202,61,0.302,237,52,0.219,221,36,0.163,68.8
2023,Bam Jokic,HOU,PF,29,787,660,123,0.186,220,44,0.2,440,79,0.18,290,10.0,0.192,0.22,0.35,7.9,192,39,0.203,248,40,0.161,220,44,0.2,51.5
2023,Desmond Mobley,HOU,C,29,736,630,118,0.187,222,35,0.158,408,83,0.203,271,9.3,0.186,0.215,0.35,7.9,171,39,0.228,237,44,0.186,222,35,0.158,52.6
2023,Kevin Mobley,HOU,PG,57,1477,1404,276,0.197,514,86,0.167,890,190,0.213,638,11.2,0.196,0.227,0.35,8.8,379,81,0.214,511,109,0.213,514,86,0.167,57.3
2023,Karl-Anthony Tatum,HOU,PG,57,1507,1270,266,0.209,445,61,0.137,825,205,0.248,593,10.4,0.202,0.233,0.35,8.4,393,130,0.331,432,75,0.174,445,61,0.137,53.8
2023,Draymond Doncic,HOU,SF,84,2034,2636,503,0.191,904,138,0.153,1732,365,0.211,1144,13.6,0.189,0.217,0.35,7.9,799,162,0.203,933,203,0.218,904,138,0.153,52.0
2023,Nikola Bane,HOU,SF,29,742,735,152,0.207,274,48,0.175,461,104,0.226,352,12.1,0.206,0.239,0.35,9.5,216,67,0.31,245,37,0.151,274,48,0.175,60.7
2023,Jimmy Lillard,HOU,SG,57,1494,1312,292,0.223,470,89,0.189,842,203,0.241,673,11.8,0.222,0.256,0.35,8.6,408,120,0.294,434,83,0.191,470,89,0.189,52.3
2023,Klay Doncic,HOU,SF,29,759,642,127,0.198,219,45,0.205,423,82,0.194,299,10.3,0.202,0.233,0.35,8.6,173,30,0.173,250,52,0.208,219,45,0.205,54.7
2023,Damian Jackson Jr.,IND,SG,57,1355,1211,218,0.18,436,76,0.174,775,142,0.183,512,9.0,0.182,0.211,0.35,9.1,371,82,0.221,404,60,0.149,436,76,0.174,60.9
2023,LaMelo Young,IND,SF,29,656,687,160,0.233,260,57,0.219,427,103,0.241,377,13.0,0.235,0.274,0.35,11.6,203,60,0.296,224,43,0.192,260,57,0.219,70.5
2023,Kevin Paul,IND,C,29,764,639,122,0.191,206,33,0.16,433,89,0.206,277,9.6,0.19,0.217,0.35,9.6,195,53,0.272,238,36,0.151,206,33,0.16,63.4
2023,Devin Doncic,IND,C,29,796,646,131,0.203,229,27,0.118,417,104,0.249,289,10.0,0.194,0.224,0.35,9.3,195,59,0.303,222,45,0.203,229,27,0.118,60.6
2023,James Mobley,IND,C,29,673,682,146,0.214,224,34,0.152,458,112,0.245,326,11.2,0.209,0.239,0.35,9.8,216,61,0.282,242,51,0.211,224,34,0.152,62.0
2023,Jayson Harden,IND,SG,29,801,653,155,0.237,218,36,0.165,435,119,0.274,346,11.9,0.231,0.265,0.35,10.7,174,69,0.397,261,50,0.192,218,36,0.165,65.0
2023,Devin Gobert,IND,SF,29,770,553,107,0.193,211,34,0.161,342,73,0.213,248,8.6,0.192,0.224,0.35,9.0,177,45,0.254,165,28,0.17,211,34,0.161,59.3
2023,Andrew Thompson,IND,SF,29,660,716,147,0.205,260,35,0.135,456,112,0.246,329,11.3,0.198,0.23,0.35,10.8,185,55,0.297,271,57,0.21,260,35,0.135,70.2
2023,Jaylen Green,IND,PF,57,1443,1356,282,0.208,458,79,0.172,898,203,0.226,643,11.3,0.206,0.237,0.35,10.5,448,102,0.228,450,101,0.224,458,79,0.172,67.2
2023,Anthony James,LAC,SG,29,763,645,159,0.247,228,54,0.237,417,105,0.252,372,12.8,0.25,0.288,0.35,12.0,191,50,0.262,226,55,0.243,228,54,0.237,71.4
2023,LaMelo Harden,LAC,PG,57,1477,1297,287,0.221,456,64,0.14,841,223,0.265,638,11.2,0.213,0.246,0.35,10.6,407,140,0.344,434,83,0.191,456,64,0.14,66.7
2023,Andrew Jackson Jr.,LAC,C,29,676,705,197,0.279,247,54,0.219,458,143,0.312,448,15.4,0.275,0.318,0.35,12.6,204,85,0.417,254,58,0.228,247,54,0.219,71.7
2023,Cade Young,LAC,PF,29,630,635,141,0.222,232,33,0.142,403,108,0.268,315,10.9,0.214,0.248,0.35,10.9,195,56,0.287,208,52,0.25,232,33,0.142,68.5
2023,Darius Towns,LAC,SF,29,726,598,100,0.167,230,38,0.165,368,62,0.168,238,8.2,0.17,0.199,0.35,9.2,168,37,0.22,200,25,0.125,230,38,0.165,63.4
2023,Victor Adebayo,LAC,SF,29,718,632,167,0.264,248,51,0.206,384,116,0.302,385,13.3,0.26,0.305,0.35,12.0,203,80,0.394,181,36,0.199,248,51,0.206,69.9
2023,Paul Banchero,LAC,PG,29,778,618,160,0.259,212,37,0.175,406,123,0.303,357,12.3,0.251,0.289,0.35,11.6,184,73,0.397,222,50,0.225,212,37,0.175,68.8
2023,Darius Paul,LAC,SF,29,790,690,175,0.254,251,51,0.203,439,124,0.282,401,13.8,0.25,0.291,0.35,12.1,210,75,0.357,229,49,0.214,251,51,0.203,72.1
2023,Devin Towns,LAL,SG,29,824,767,198,0.258,281,65,0.231,486,133,0.274,461,15.9,0.259,0.301,0.35,12.1,240,88,0.367,246,45,0.183,281,65,0.231,70.7
2023,Victor Mitchell,LAL,SF,29,685,713,156,0.219,268,31,0.116,445,125,0.281,343,11.8,0.206,0.241,0.35,9.8,215,58,0.27,230,67,0.291,268,31,0.116,62.6
2023,Jaylen Thompson,LAL,SG,29,693,624,138,0.221,211,33,0.156,413,105,0.254,309,10.7,0.216,0.248,0.35,9.8,193,55,0.285,220,50,0.227,211,33,0.156,61.3
2023,Scottie Booker,LAL,SG,29,626,650,155,0.238,219,41,0.187,431,114,0.265,351,12.1,0.235,0.27,0.35,10.4,204,77,0.377,227,37,0.163,219,41,0.187,62.5
2023,LeBron Bane,LAL,PG,57,1407,1321,302,0.229,468,88,0.188,853,214,0.251,692,12.1,0.227,0.262,0.35,9.8,402,118,0.294,451,96,0.213,468,88,0.188,59.6
2023,Darius Lillard,LAL,C,29,785,680,115,0.169,253,27,0.107,427,88,0.206,257,8.9,0.162,0.189,0.35,8.9,212,60,0.283,215,28,0.13,253,27,0.107,62.3
2023,Kyrie Mobley,LAL,PF,29,791,594,115,0.194,208,53,0.255,386,62,0.161,283,9.8,0.206,0.238,0.35,9.8,172,30,0.174,214,32,0.15,208,53,0.255,62.2
2023,James Gobert,LAL,PF,57,1338,1257,250,0.199,431,61,0.142,826,189,0.229,561,9.8,0.194,0.223,0.35,9.1,407,119,0.292,419,70,0.167,431,61,0.142,59.7
2023,LaMelo Embiid,MEM,SG,57,1469,1304,272,0.209,462,80,0.173,842,192,0.228,624,10.9,0.207,0.239,0.35,9.5,389,118,0.303,453,74,0.163,462,80,0.173,60.1
2023,Andrew Ball,MEM,C,29,720,650,138,0.212,222,23,0.104,428,115,0.269,299,10.3,0.2,0.23,0.35,9.7,216,76,0.352,212,39,0.184,222,23,0.104,62.6
2023,Kevin Antetokounmpo,MEM,C,29,684,690,136,0.197,247,39,0.158,443,97,0.219,311,10.7,0.195,0.225,0.35,9.4,198,63,0.318,245,34,0.139,247,39,0.158,61.6
2023,Tyrese Wembanyama,MEM,SF,29,706,625,104,0.166,235,34,0.145,390,70,0.179,242,8.3,0.166,0.194,0.35,8.2,181,36,0.199,209,34,0.163,235,34,0.145,57.0
2023,Stephen Bane,MEM,SG,29,712,694,165,0.238,226,43,0.19,468,122,0.261,373,12.9,0.235,0.269,0.35,11.2,190,69,0.363,278,53,0.191,226,43,0.19,67.7
2023,Desmond Curry,MEM,SF,29,802,704,136,0.193,250,46,0.184,454,90,0.198,318,11.0,0.195,0.226,0.35,9.5,215,44,0.205,239,46,0.192,250,46,0.184,62.0
2023,Jayson Embiid,MEM,PG,57,1495,1204,215,0.179,422,61,0.145,782,154,0.197,491,8.6,0.177,0.204,0.35,8.1,355,86,0.242,427,68,0.159,422,61,0.145,55.1
2023,Chris Wiggins,MEM,SF,29,824,612,120,0.196,229,29,0.127,383,91,0.238,269,9.3,0.189,0.22,0.35,8.6,184,65,0.353,199,26,0.131,229,29,0.127,57.2
2023,Giannis Ball,MEM,SG,29,638,609,127,0.209,195,43,0.221,414,84,0.203,297,10.2,0.214,0.244,0.35,8.3,202,34,0.168,212,50,0.236,195,43,0.221,51.8
2023,James Gobert,MIA,PG,57,1409,1257,250,0.199,431,61,0.142,826,189,0.229,561,9.8,0.194,0.223,0.35,10.2,407,119,0.292,419,70,0.167,431,61,0.142,67.0
2023,Kyrie Jackson Jr.,MIA,SG,29,691,631,137,0.217,200,37,0.185,431,100,0.232,311,10.7,0.216,0.246,0.35,10.1,205,59,0.288,226,41,0.181,200,37,0.185,63.3
2023,Bam Mobley,MIA,PG,29,665,700,154,0.22,228,45,0.197,472,109,0.231,353,12.2,0.221,0.252,0.35,11.8,209,48,0.23,263,61,0.232,228,45,0.197,74.0
2023,Paul Haliburton,MIA,SG,29,779,700,163,0.233,245,44,0.18,455,119,0.262,370,12.8,0.229,0.264,0.35,11.6,202,71,0.351,253,48,0.19,245,44,0.18,71.5
2023,Jaylen Butler,MIA,SG,29,740,710,163,0.23,248,40,0.161,462,123,0.266,366,12.6,0.223,0.258,0.35,11.6,224,78,0.348,238,45,0.189,248,40,0.161,72.5
2023,LeBron George,MIA,PG,29,729,622,137,0.22,232,42,0.181,390,95,0.244,316,10.9,0.218,0.254,0.35,10.2,185,45,0.243,205,50,0.244,232,42,0.181,63.3
2023,Joel Tatum,MIA,SG,29,725,619,129,0.208,207,43,0.208,412,86,0.209,301,10.4,0.212,0.243,0.35,10.6,181,41,0.227,231,45,0.195,207,43,0.208,66.9
2023,Karl-Anthony Davis,MIA,PG,29,764,604,152,0.252,190,33,0.174,414,119,0.287,337,11.6,0.245,0.279,0.35,11.1,171,59,0.345,243,60,0.247,190,33,0.174,65.9
2023,Nikola Gobert,MIL,SG,29,764,758,213,0.281,279,57,0.204,479,156,0.326,483,16.7,0.274,0.319,0.35,14.8,211,88,0.417,268,68,0.254,279,57,0.204,86.6
2023,Nikola Jackson Jr.,MIL,SG,57,1508,1292,261,0.202,469,71,0.151,823,190,0.231,593,10.4,0.198,0.229,0.35,11.0,395,114,0.289,428,76,0.178,469,71,0.151,71.8
2023,Victor Young,MIL,PF,29,656,619,138,0.223,231,49,0.212,388,89,0.229,325,11.2,0.225,0.263,0.35,11.4,177,54,0.305,211,35,0.166,231,49,0.212,70.3
2023,Joel Mitchell,MIL,PG,57,1331,1339,302,0.226,481,92,0.191,858,210,0.245,696,12.2,0.224,0.26,0.35,12.0,391,114,0.292,467,96,0.206,481,92,0.191,74.6
2023,Draymond Doncic,MIL,SF,84,2047,2636,503,0.191,904,138,0.153,1732,365,0.211,1144,13.6,0.189,0.217,0.35,11.6,799,162,0.203,933,203,0.218,904,138,0.153,76.9
2023,Draymond Antetokounmpo,MIL,C,29,719,656,190,0.29,237,32,0.135,419,158,0.377,412,14.2,0.271,0.314,0.35,13.1,199,88,0.442,220,70,0.318,237,32,0.135,75.5
2023,Evan Brown,MIL,C,29,662,593,173,0.292,209,33,0.158,384,140,0.365,379,13.1,0.277,0.32,0.35,12.5,185,76,0.411,199,64,0.322,209,33,0.158,71.0
2023,Trae Booker,MIL,SG,29,761,628,134,0.213,224,32,0.143,404,102,0.252,300,10.3,0.206,0.239,0.35,11.1,200,65,0.325,204,37,0.181,224,32,0.143,71.3
