timestamp,road_id,vehicle_volume,average_speed,congestion_index,weather_type,is_weekend,hour,minute
2024-01-01 09:15:00,RD000,868,36.42,4.68,晴天,False,9,15
2024-01-01 09:30:00,RD000,735,39.12,4.04,晴天,False,9,30
2024-01-01 09:45:00,RD000,709,39.64,3.91,晴天,False,9,45
2024-01-01 10:00:00,RD000,713,39.56,3.93,晴天,False,10,0
2024-01-01 10:15:00,RD000,828,37.23,4.48,晴天,False,10,15
2024-01-01 10:30:00,RD000,857,36.65,4.62,晴天,False,10,30
2024-01-01 10:45:00,RD000,749,38.83,4.1,晴天,False,10,45
2024-01-01 11:00:00,RD000,848,36.83,4.58,晴天,False,11,0
2024-01-01 11:15:00,RD000,1042,32.9,5.51,晴天,False,11,15
2024-01-01 11:30:00,RD000,950,34.76,5.07,晴天,False,11,30
2024-01-01 11:45:00,RD000,967,34.42,5.15,晴天,False,11,45
2024-01-01 12:00:00,RD000,940,34.96,5.02,晴天,False,12,0
2024-01-01 12:15:00,RD000,921,35.35,4.93,晴天,False,12,15
2024-01-01 12:30:00,RD000,932,35.13,4.99,晴天,False,12,30
2024-01-01 12:45:00,RD000,1052,32.7,5.56,晴天,False,12,45
2024-01-01 13:00:00,RD000,884,36.1,4.75,晴天,False,13,0
2024-01-01 13:15:00,RD000,925,35.27,4.95,晴天,False,13,15
2024-01-01 13:30:00,RD000,758,38.65,4.15,晴天,False,13,30
2024-01-01 13:45:00,RD000,762,38.57,4.17,晴天,False,13,45
2024-01-01 14:00:00,RD000,905,35.67,4.86,晴天,False,14,0
2024-01-01 14:15:00,RD000,831,37.17,4.5,晴天,False,14,15
2024-01-01 14:30:00,RD000,979,34.18,5.21,晴天,False,14,30
2024-01-01 14:45:00,RD000,864,36.5,4.66,晴天,False,14,45
2024-01-01 15:00:00,RD000,627,41.3,3.52,晴天,False,15,0
2024-01-01 15:15:00,RD000,798,37.84,4.34,晴天,False,15,15
2024-01-01 15:30:00,RD000,698,39.87,3.86,晴天,False,15,30
2024-01-01 15:45:00,RD000,741,38.99,4.07,晴天,False,15,45
2024-01-01 16:00:00,RD000,861,36.56,4.64,晴天,False,16,0
2024-01-01 16:15:00,RD000,879,36.2,4.73,晴天,False,16,15
2024-01-01 16:30:00,RD000,742,38.97,4.07,晴天,False,16,30
2024-01-01 16:45:00,RD000,962,34.52,5.13,晴天,False,16,45
2024-01-01 17:00:00,RD000,1491,23.81,7.68,晴天,False,17,0
2024-01-01 17:15:00,RD000,1497,23.69,7.7,晴天,False,17,15
2024-01-01 17:30:00,RD000,1310,27.47,6.8,晴天,False,17,30
2024-01-01 17:45:00,RD000,1492,23.79,7.68,晴天,False,17,45
2024-01-01 18:00:00,RD000,1337,26.93,6.93,晴天,False,18,0
2024-01-01 18:15:00,RD000,1670,21.6,8.42,晴天,False,18,15
2024-01-01 18:30:00,RD000,1185,30.0,6.2,晴天,False,18,30
2024-01-01 18:45:00,RD000,1502,23.58,7.73,晴天,False,18,45
2024-01-01 19:00:00,RD000,1261,28.46,6.57,晴天,False,19,0
2024-01-01 19:15:00,RD000,843,36.93,4.56,晴天,False,19,15
2024-01-01 19:30:00,RD000,809,37.62,4.39,晴天,False,19,30
2024-01-01 19:45:00,RD000,746,38.89,4.09,晴天,False,19,45
2024-01-01 20:00:00,RD000,805,37.7,4.37,晴天,False,20,0
2024-01-01 20:15:00,RD000,823,37.33,4.46,晴天,False,20,15
2024-01-01 20:30:00,RD000,833,37.13,4.51,晴天,False,20,30
2024-01-01 20:45:00,RD000,797,37.86,4.34,晴天,False,20,45
2024-01-01 21:00:00,RD000,829,37.21,4.49,晴天,False,21,0
2024-01-01 21:15:00,RD000,205,49.85,1.49,晴天,False,21,15
2024-01-01 21:30:00,RD000,227,49.4,1.59,晴天,False,21,30
2024-01-01 21:45:00,RD000,234,49.26,1.63,晴天,False,21,45
2024-01-01 22:00:00,RD000,230,49.34,1.61,晴天,False,22,0
2024-01-01 22:15:00,RD000,217,49.61,1.54,晴天,False,22,15
2024-01-01 22:30:00,RD000,223,49.48,1.57,晴天,False,22,30
2024-01-01 22:45:00,RD000,195,50.05,1.44,晴天,False,22,45
2024-01-01 23:00:00,RD000,231,49.32,1.61,晴天,False,23,0
2024-01-01 23:15:00,RD000,266,48.61,1.78,晴天,False,23,15
2024-01-01 23:30:00,RD000,183,50.29,1.38,晴天,False,23,30
2024-01-01 23:45:00,RD000,217,49.61,1.54,晴天,False,23,45
2024-01-02 00:00:00,RD000,252,48.9,1.71,晴天,False,0,0
2024-01-02 00:15:00,RD000,213,49.69,1.53,晴天,False,0,15
2024-01-02 00:30:00,RD000,269,48.55,1.79,晴天,False,0,30
2024-01-02 00:45:00,RD000,197,50.01,1.45,晴天,False,0,45
2024-01-02 01:00:00,RD000,246,49.02,1.68,晴天,False,1,0
2024-01-02 01:15:00,RD000,238,49.18,1.65,晴天,False,1,15
2024-01-02 01:30:00,RD000,275,48.43,1.82,晴天,False,1,30
2024-01-02 01:45:00,RD000,212,49.71,1.52,晴天,False,1,45
2024-01-02 02:00:00,RD000,221,49.52,1.56,晴天,False,2,0
2024-01-02 02:15:00,RD000,258,48.78,1.74,晴天,False,2,15
2024-01-02 02:30:00,RD000,272,48.49,1.81,晴天,False,2,30
2024-01-02 02:45:00,RD000,234,49.26,1.63,晴天,False,2,45
2024-01-02 03:00:00,RD000,240,49.14,1.65,晴天,False,3,0
2024-01-02 03:15:00,RD000,239,49.16,1.65,晴天,False,3,15
2024-01-02 03:30:00,RD000,251,48.92,1.71,晴天,False,3,30
2024-01-02 03:45:00,RD000,262,48.69,1.76,晴天,False,3,45
2024-01-02 04:00:00,RD000,240,49.14,1.65,晴天,False,4,0
2024-01-02 04:15:00,RD000,194,50.07,1.43,晴天,False,4,15
2024-01-02 04:30:00,RD000,236,49.22,1.64,晴天,False,4,30
2024-01-02 04:45:00,RD000,235,49.24,1.63,晴天,False,4,45
2024-01-02 05:00:00,RD000,248,48.98,1.69,晴天,False,5,0
2024-01-02 05:15:00,RD000,257,48.8,1.74,晴天,False,5,15
2024-01-02 05:30:00,RD000,210,49.75,1.51,晴天,False,5,30
2024-01-02 05:45:00,RD000,262,48.69,1.76,晴天,False,5,45
2024-01-02 06:00:00,RD000,866,36.46,4.67,晴天,False,6,0
2024-01-02 06:15:00,RD000,763,38.55,4.17,晴天,False,6,15
2024-01-02 06:30:00,RD000,893,35.92,4.8,晴天,False,6,30
2024-01-02 06:45:00,RD000,750,38.81,4.11,晴天,False,6,45
2024-01-02 07:00:00,RD000,1497,23.69,7.7,晴天,False,7,0
2024-01-02 07:15:00,RD000,1479,24.05,7.62,晴天,False,7,15
2024-01-02 07:30:00,RD000,1484,23.95,7.64,晴天,False,7,30
2024-01-02 07:45:00,RD000,1725,21.6,8.59,晴天,False,7,45
2024-01-02 08:00:00,RD000,1733,21.6,8.62,晴天,False,8,0
2024-01-02 08:15:00,RD000,1773,21.6,8.74,晴天,False,8,15
2024-01-02 08:30:00,RD000,1610,21.6,8.23,晴天,False,8,30
2024-01-02 08:45:00,RD000,1394,25.77,7.21,晴天,False,8,45
2024-01-02 09:00:00,RD000,1561,22.39,8.01,晴天,False,9,0
2024-01-02 09:15:00,RD000,762,38.57,4.17,晴天,False,9,15
2024-01-02 09:30:00,RD000,796,37.88,4.33,晴天,False,9,30
2024-01-02 09:45:00,RD000,793,37.94,4.32,晴天,False,9,45
2024-01-02 10:00:00,RD000,758,38.65,4.15,晴天,False,10,0
2024-01-02 10:15:00,RD000,827,37.25,4.48,晴天,False,10,15
2024-01-02 10:30:00,RD000,800,37.8,4.35,晴天,False,10,30
2024-01-02 10:45:00,RD000,868,36.42,4.68,晴天,False,10,45
2024-01-02 11:00:00,RD000,1024,33.26,5.43,晴天,False,11,0
2024-01-02 11:15:00,RD000,1150,30.71,6.03,晴天,False,11,15
2024-01-02 11:30:00,RD000,907,35.63,4.86,晴天,False,11,30
2024-01-02 11:45:00,RD000,1018,33.39,5.4,晴天,False,11,45
2024-01-02 12:00:00,RD000,927,35.23,4.96,晴天,False,12,0
2024-01-02 12:15:00,RD000,826,37.27,4.48,晴天,False,12,15
2024-01-02 12:30:00,RD000,965,34.46,5.14,晴天,False,12,30
2024-01-02 12:45:00,RD000,882,36.14,4.74,晴天,False,12,45
2024-01-02 13:00:00,RD000,962,34.52,5.13,晴天,False,13,0
2024-01-02 13:15:00,RD000,1011,33.53,5.37,晴天,False,13,15
2024-01-02 13:30:00,RD000,814,37.52,4.42,晴天,False,13,30
2024-01-02 13:45:00,RD000,830,37.19,4.49,晴天,False,13,45
2024-01-02 14:00:00,RD000,756,38.69,4.14,晴天,False,14,0
2024-01-02 14:15:00,RD000,666,40.51,3.71,晴天,False,14,15
2024-01-02 14:30:00,RD000,850,36.79,4.59,晴天,False,14,30
2024-01-02 14:45:00,RD000,760,38.61,4.16,晴天,False,14,45
2024-01-02 15:00:00,RD000,880,36.18,4.74,晴天,False,15,0
2024-01-02 15:15:00,RD000,802,37.76,4.36,晴天,False,15,15
2024-01-02 15:30:00,RD000,759,38.63,4.15,晴天,False,15,30
2024-01-02 15:45:00,RD000,750,38.81,4.11,晴天,False,15,45
2024-01-02 16:00:00,RD000,881,36.16,4.74,晴天,False,16,0
2024-01-02 16:15:00,RD000,844,36.91,4.56,晴天,False,16,15
2024-01-02 16:30:00,RD000,960,34.56,5.12,晴天,False,16,30
2024-01-02 16:45:00,RD000,858,36.63,4.63,晴天,False,16,45
2024-01-02 17:00:00,RD000,1422,25.2,7.34,晴天,False,17,0
2024-01-02 17:15:00,RD000,1299,27.7,6.75,晴天,False,17,15
2024-01-02 17:30:00,RD000,1442,24.8,7.44,晴天,False,17,30
2024-01-02 17:45:00,RD000,1379,26.08,7.14,晴天,False,17,45
2024-01-02 18:00:00,RD000,1363,26.4,7.06,晴天,False,18,0
2024-01-02 18:15:00,RD000,1505,23.52,7.74,晴天,False,18,15
2024-01-02 18:30:00,RD000,1376,26.14,7.12,晴天,False,18,30
2024-01-02 18:45:00,RD000,1499,23.65,7.71,晴天,False,18,45
2024-01-02 19:00:00,RD000,1470,24.23,7.57,晴天,False,19,0
2024-01-02 19:15:00,RD000,823,37.33,4.46,晴天,False,19,15
2024-01-02 19:30:00,RD000,794,37.92,4.32,晴天,False,19,30
2024-01-02 19:45:00,RD000,834,37.11,4.51,晴天,False,19,45
2024-01-02 20:00:00,RD000,891,35.96,4.79,晴天,False,20,0
2024-01-02 20:15:00,RD000,766,38.49,4.19,晴天,False,20,15
2024-01-02 20:30:00,RD000,781,38.18,4.26,晴天,False,20,30
2024-01-02 20:45:00,RD000,758,38.65,4.15,晴天,False,20,45
2024-01-02 21:00:00,RD000,880,36.18,4.74,晴天,False,21,0
2024-01-02 21:15:00,RD000,223,49.48,1.57,晴天,False,21,15
2024-01-02 21:30:00,RD000,236,49.22,1.64,晴天,False,21,30
2024-01-02 21:45:00,RD000,280,48.33,1.85,晴天,False,21,45
2024-01-02 22:00:00,RD000,204,49.87,1.48,晴天,False,22,0
2024-01-02 22:15:00,RD000,237,49.2,1.64,晴天,False,22,15
2024-01-02 22:30:00,RD000,255,48.84,1.73,晴天,False,22,30
2024-01-02 22:45:00,RD000,256,48.82,1.73,晴天,False,22,45
2024-01-02 23:00:00,RD000,237,49.2,1.64,晴天,False,23,0
2024-01-02 23:15:00,RD000,213,49.69,1.53,晴天,False,23,15
2024-01-02 23:30:00,RD000,240,49.14,1.65,晴天,False,23,30
2024-01-02 23:45:00,RD000,249,48.96,1.7,晴天,False,23,45
2024-01-03 00:00:00,RD000,199,49.97,1.46,晴天,False,0,0
2024-01-03 00:15:00,RD000,223,49.48,1.57,晴天,False,0,15
2024-01-03 00:30:00,RD000,211,49.73,1.52,晴天,False,0,30
2024-01-03 00:45:00,RD000,258,48.78,1.74,晴天,False,0,45
2024-01-03 01:00:00,RD000,248,48.98,1.69,晴天,False,1,0
2024-01-03 01:15:00,RD000,221,49.52,1.56,晴天,False,1,15
2024-01-03 01:30:00,RD000,246,49.02,1.68,晴天,False,1,30
2024-01-03 01:45:00,RD000,245,49.04,1.68,晴天,False,1,45
2024-01-03 02:00:00,RD000,267,48.59,1.78,晴天,False,2,0
2024-01-03 02:15:00,RD000,250,48.94,1.7,晴天,False,2,15
2024-01-03 02:30:00,RD000,237,49.2,1.64,晴天,False,2,30
2024-01-03 02:45:00,RD000,225,49.44,1.58,晴天,False,2,45
2024-01-03 03:00:00,RD000,221,49.52,1.56,晴天,False,3,0
2024-01-03 03:15:00,RD000,205,49.85,1.49,晴天,False,3,15
2024-01-03 03:30:00,RD000,210,49.75,1.51,晴天,False,3,30
2024-01-03 03:45:00,RD000,247,49.0,1.69,晴天,False,3,45
2024-01-03 04:00:00,RD000,262,48.69,1.76,晴天,False,4,0
2024-01-03 04:15:00,RD000,234,49.26,1.63,晴天,False,4,15
2024-01-03 04:30:00,RD000,220,49.54,1.56,晴天,False,4,30
2024-01-03 04:45:00,RD000,231,49.32,1.61,晴天,False,4,45
2024-01-03 05:00:00,RD000,241,49.12,1.66,晴天,False,5,0
2024-01-03 05:15:00,RD000,266,48.61,1.78,晴天,False,5,15
2024-01-03 05:30:00,RD000,278,48.37,1.84,晴天,False,5,30
2024-01-03 05:45:00,RD000,261,48.71,1.76,晴天,False,5,45
2024-01-03 06:00:00,RD000,738,39.06,4.05,晴天,False,6,0
2024-01-03 06:15:00,RD000,868,36.42,4.68,晴天,False,6,15
2024-01-03 06:30:00,RD000,1063,32.47,5.62,晴天,False,6,30
2024-01-03 06:45:00,RD000,871,36.36,4.69,晴天,False,6,45
2024-01-03 07:00:00,RD000,1573,22.15,8.07,晴天,False,7,0
2024-01-03 07:15:00,RD000,1820,21.6,8.89,晴天,False,7,15
2024-01-03 07:30:00,RD000,1322,27.23,6.86,晴天,False,7,30
2024-01-03 07:45:00,RD000,1404,25.57,7.26,晴天,False,7,45
2024-01-03 08:00:00,RD000,1331,27.05,6.91,晴天,False,8,0
2024-01-03 08:15:00,RD000,1729,21.6,8.6,晴天,False,8,15
2024-01-03 08:30:00,RD000,1851,21.6,8.98,晴天,False,8,30
2024-01-03 08:45:00,RD000,1562,22.37,8.02,晴天,False,8,45
2024-01-03 09:00:00,RD000,1593,21.74,8.17,晴天,False,9,0
2024-01-03 09:15:00,RD000,936,35.05,5.0,晴天,False,9,15
2024-01-03 09:30:00,RD000,855,36.69,4.61,晴天,False,9,30
2024-01-03 09:45:00,RD000,822,37.35,4.46,晴天,False,9,45
2024-01-03 10:00:00,RD000,808,37.64,4.39,晴天,False,10,0
2024-01-03 10:15:00,RD000,711,39.6,3.92,晴天,False,10,15
2024-01-03 10:30:00,RD000,838,37.03,4.53,晴天,False,10,30
2024-01-03 10:45:00,RD000,833,37.13,4.51,晴天,False,10,45
2024-01-03 11:00:00,RD000,1070,32.33,5.65,晴天,False,11,0
2024-01-03 11:15:00,RD000,939,34.99,5.02,晴天,False,11,15
2024-01-03 11:30:00,RD000,854,36.71,4.61,晴天,False,11,30
2024-01-03 11:45:00,RD000,952,34.72,5.08,晴天,False,11,45
2024-01-03 12:00:00,RD000,878,36.22,4.73,晴天,False,12,0
2024-01-03 12:15:00,RD000,1002,33.71,5.32,晴天,False,12,15
2024-01-03 12:30:00,RD000,912,35.53,4.89,晴天,False,12,30
2024-01-03 12:45:00,RD000,1064,32.45,5.62,晴天,False,12,45
2024-01-03 13:00:00,RD000,908,35.61,4.87,晴天,False,13,0
2024-01-03 13:15:00,RD000,679,40.25,3.77,晴天,False,13,15
2024-01-03 13:30:00,RD000,772,38.37,4.22,晴天,False,13,30
2024-01-03 13:45:00,RD000,912,35.53,4.89,晴天,False,13,45
2024-01-03 14:00:00,RD000,801,37.78,4.35,晴天,False,14,0
2024-01-03 14:15:00,RD000,823,37.33,4.46,晴天,False,14,15
2024-01-03 14:30:00,RD000,827,37.25,4.48,晴天,False,14,30
2024-01-03 14:45:00,RD000,874,36.3,4.71,晴天,False,14,45
2024-01-03 15:00:00,RD000,770,38.41,4.21,晴天,False,15,0
2024-01-03 15:15:00,RD000,804,37.72,4.37,晴天,False,15,15
2024-01-03 15:30:00,RD000,947,34.82,5.06,晴天,False,15,30
2024-01-03 15:45:00,RD000,741,38.99,4.07,晴天,False,15,45
2024-01-03 16:00:00,RD000,797,37.86,4.34,晴天,False,16,0
2024-01-03 16:15:00,RD000,736,39.1,4.04,晴天,False,16,15
2024-01-03 16:30:00,RD000,813,37.54,4.41,晴天,False,16,30
2024-01-03 16:45:00,RD000,739,39.04,4.06,晴天,False,16,45
2024-01-03 17:00:00,RD000,1448,24.68,7.47,晴天,False,17,0
2024-01-03 17:15:00,RD000,1213,29.44,6.34,晴天,False,17,15
2024-01-03 17:30:00,RD000,1783,21.6,8.77,晴天,False,17,30
2024-01-03 17:45:00,RD000,1362,26.42,7.05,晴天,False,17,45
2024-01-03 18:00:00,RD000,1492,23.79,7.68,晴天,False,18,0
2024-01-03 18:15:00,RD000,1205,29.6,6.3,晴天,False,18,15
2024-01-03 18:30:00,RD000,1264,28.4,6.58,晴天,False,18,30
2024-01-03 18:45:00,RD000,1191,29.88,6.23,晴天,False,18,45
2024-01-03 19:00:00,RD000,1461,24.41,7.53,晴天,False,19,0
2024-01-03 19:15:00,RD000,861,36.56,4.64,晴天,False,19,15
2024-01-03 19:30:00,RD000,681,40.21,3.78,晴天,False,19,30
2024-01-03 19:45:00,RD000,838,37.03,4.53,晴天,False,19,45
2024-01-03 20:00:00,RD000,782,38.16,4.26,晴天,False,20,0
2024-01-03 20:15:00,RD000,757,38.67,4.14,晴天,False,20,15
2024-01-03 20:30:00,RD000,906,35.65,4.86,晴天,False,20,30
2024-01-03 20:45:00,RD000,732,39.18,4.02,晴天,False,20,45
2024-01-03 21:00:00,RD000,827,37.25,4.48,晴天,False,21,0
2024-01-03 21:15:00,RD000,275,48.43,1.82,晴天,False,21,15
2024-01-03 21:30:00,RD000,221,49.52,1.56,晴天,False,21,30
2024-01-03 21:45:00,RD000,221,49.52,1.56,晴天,False,21,45
2024-01-03 22:00:00,RD000,239,49.16,1.65,晴天,False,22,0
2024-01-03 22:15:00,RD000,217,49.61,1.54,晴天,False,22,15
2024-01-03 22:30:00,RD000,221,49.52,1.56,晴天,False,22,30
2024-01-03 22:45:00,RD000,236,49.22,1.64,晴天,False,22,45
2024-01-03 23:00:00,RD000,234,49.26,1.63,晴天,False,23,0
2024-01-03 23:15:00,RD000,208,49.79,1.5,晴天,False,23,15
2024-01-03 23:30:00,RD000,270,48.53,1.8,晴天,False,23,30
2024-01-03 23:45:00,RD000,241,49.12,1.66,晴天,False,23,45
2024-01-04 00:00:00,RD000,260,46.3,1.95,多云,False,0,0
2024-01-04 00:15:00,RD000,237,46.74,1.85,多云,False,0,15
2024-01-04 00:30:00,RD000,214,47.18,1.74,多云,False,0,30
2024-01-04 00:45:00,RD000,244,46.61,1.88,多云,False,0,45
2024-01-04 01:00:00,RD000,249,46.51,1.9,多云,False,1,0
2024-01-04 01:15:00,RD000,259,46.32,1.95,多云,False,1,15
2024-01-04 01:30:00,RD000,267,46.16,1.99,多云,False,1,30
2024-01-04 01:45:00,RD000,250,46.49,1.91,多云,False,1,45
2024-01-04 02:00:00,RD000,245,46.59,1.88,多云,False,2,0
2024-01-04 02:15:00,RD000,304,45.45,2.16,多云,False,2,15
2024-01-04 02:30:00,RD000,219,47.09,1.76,多云,False,2,30
2024-01-04 02:45:00,RD000,206,47.34,1.7,多云,False,2,45
2024-01-04 03:00:00,RD000,238,46.72,1.85,多云,False,3,0
2024-01-04 03:15:00,RD000,268,46.14,1.99,多云,False,3,15
2024-01-04 03:30:00,RD000,257,46.36,1.94,多云,False,3,30
2024-01-04 03:45:00,RD000,247,46.55,1.89,多云,False,3,45
2024-01-04 04:00:00,RD000,226,46.95,1.79,多云,False,4,0
2024-01-04 04:15:00,RD000,251,46.47,1.91,多云,False,4,15
2024-01-04 04:30:00,RD000,240,46.68,1.86,多云,False,4,30
2024-01-04 04:45:00,RD000,231,46.86,1.82,多云,False,4,45
2024-01-04 05:00:00,RD000,261,46.28,1.96,多云,False,5,0
2024-01-04 05:15:00,RD000,245,46.59,1.88,多云,False,5,15
2024-01-04 05:30:00,RD000,201,47.43,1.68,多云,False,5,30
2024-01-04 05:45:00,RD000,221,47.05,1.77,多云,False,5,45
2024-01-04 06:00:00,RD000,857,34.81,4.78,多云,False,6,0
2024-01-04 06:15:00,RD000,772,36.45,4.38,多云,False,6,15
2024-01-04 06:30:00,RD000,794,36.03,4.48,多云,False,6,30
2024-01-04 06:45:00,RD000,706,37.72,4.06,多云,False,6,45
2024-01-04 07:00:00,RD000,1625,20.52,8.37,多云,False,7,0
2024-01-04 07:15:00,RD000,1348,25.37,7.1,多云,False,7,15
2024-01-04 07:30:00,RD000,1539,21.69,8.0,多云,False,7,30
2024-01-04 07:45:00,RD000,1888,20.52,9.19,多云,False,7,45
2024-01-04 08:00:00,RD000,1542,21.64,8.02,多云,False,8,0
2024-01-04 08:15:00,RD000,1517,22.12,7.9,多云,False,8,15
2024-01-04 08:30:00,RD000,1466,23.1,7.66,多云,False,8,30
2024-01-04 08:45:00,RD000,1719,20.52,8.66,多云,False,8,45
2024-01-04 09:00:00,RD000,1435,23.69,7.51,多云,False,9,0
2024-01-04 09:15:00,RD000,835,35.24,4.67,多云,False,9,15
2024-01-04 09:30:00,RD000,767,36.54,4.35,多云,False,9,30
2024-01-04 09:45:00,RD000,773,36.43,4.38,多云,False,9,45
2024-01-04 10:00:00,RD000,801,35.89,4.51,多云,False,10,0
2024-01-04 10:15:00,RD000,848,34.99,4.73,多云,False,10,15
2024-01-04 10:30:00,RD000,868,34.6,4.83,多云,False,10,30
2024-01-04 10:45:00,RD000,762,36.64,4.33,多云,False,10,45
2024-01-04 11:00:00,RD000,918,33.64,5.07,多云,False,11,0
2024-01-04 11:15:00,RD000,928,33.45,5.11,多云,False,11,15
2024-01-04 11:30:00,RD000,959,32.85,5.26,多云,False,11,30
2024-01-04 11:45:00,RD000,963,32.77,5.28,多云,False,11,45
2024-01-04 12:00:00,RD000,988,32.29,5.4,多云,False,12,0
2024-01-04 12:15:00,RD000,953,32.97,5.23,多云,False,12,15
2024-01-04 12:30:00,RD000,929,33.43,5.12,多云,False,12,30
2024-01-04 12:45:00,RD000,957,32.89,5.25,多云,False,12,45
2024-01-04 13:00:00,RD000,1062,30.87,5.75,多云,False,13,0
2024-01-04 13:15:00,RD000,863,34.7,4.81,多云,False,13,15
2024-01-04 13:30:00,RD000,873,34.51,4.85,多云,False,13,30
2024-01-04 13:45:00,RD000,812,35.68,4.56,多云,False,13,45
2024-01-04 14:00:00,RD000,826,35.41,4.63,多云,False,14,0
2024-01-04 14:15:00,RD000,761,36.66,4.32,多云,False,14,15
2024-01-04 14:30:00,RD000,794,36.03,4.48,多云,False,14,30
2024-01-04 14:45:00,RD000,704,37.76,4.05,多云,False,14,45
2024-01-04 15:00:00,RD000,643,38.93,3.77,多云,False,15,0
2024-01-04 15:15:00,RD000,680,38.22,3.94,多云,False,15,15
2024-01-04 15:30:00,RD000,882,34.33,4.9,多云,False,15,30
2024-01-04 15:45:00,RD000,740,37.06,4.22,多云,False,15,45
2024-01-04 16:00:00,RD000,818,35.56,4.59,多云,False,16,0
2024-01-04 16:15:00,RD000,872,34.52,4.85,多云,False,16,15
2024-01-04 16:30:00,RD000,869,34.58,4.83,多云,False,16,30
2024-01-04 16:45:00,RD000,856,34.83,4.77,多云,False,16,45
2024-01-04 17:00:00,RD000,1325,25.81,6.99,多云,False,17,0
2024-01-04 17:15:00,RD000,1342,25.48,7.07,多云,False,17,15
2024-01-04 17:30:00,RD000,1591,20.69,8.25,多云,False,17,30
2024-01-04 17:45:00,RD000,1313,26.04,6.93,多云,False,17,45
2024-01-04 18:00:00,RD000,1235,27.54,6.56,多云,False,18,0
2024-01-04 18:15:00,RD000,1676,20.52,8.53,多云,False,18,15
2024-01-04 18:30:00,RD000,1466,23.1,7.66,多云,False,18,30
2024-01-04 18:45:00,RD000,1402,24.33,7.35,多云,False,18,45
2024-01-04 19:00:00,RD000,1095,30.23,5.9,多云,False,19,0
2024-01-04 19:15:00,RD000,753,36.81,4.29,多云,False,19,15
2024-01-04 19:30:00,RD000,878,34.41,4.88,多云,False,19,30
2024-01-04 19:45:00,RD000,777,36.35,4.4,多云,False,19,45
2024-01-04 20:00:00,RD000,818,35.56,4.59,多云,False,20,0
2024-01-04 20:15:00,RD000,804,35.83,4.53,多云,False,20,15
2024-01-04 20:30:00,RD000,722,37.41,4.14,多云,False,20,30
2024-01-04 20:45:00,RD000,651,38.78,3.8,多云,False,20,45
2024-01-04 21:00:00,RD000,855,34.85,4.77,多云,False,21,0
2024-01-04 21:15:00,RD000,242,46.64,1.87,多云,False,21,15
2024-01-04 21:30:00,RD000,262,46.26,1.96,多云,False,21,30
2024-01-04 21:45:00,RD000,214,47.18,1.74,多云,False,21,45
